KM641121.1,1692681
KY674339.1,161014
KC618852.1,204738
HQ709041.1,101203
JX272326.1,596104
KX495795.1,104777
KP863482.1,1771973
JX065501.1,114202
FJ489614.1,356485
FJ483518.1,29170
KT692898.1,115416
KJ744475.1,1494254
KJ608268.1,1478155
KU876960.1,41430
KJ530965.1,113492
KJ470640.1,75445
KX100775.1,2003113
KR589408.1,1348422
KX810686.1,1552237
KT115834.1,1881771
GQ501313.1,289378
KX396277.1,109152
KJ012080.1,1464559
KR757997.1,1721110
KJ995592.1,1588902
KT986367.1,204738
KR172408.1,1474168
KY409294.1,9606
LT906337.1,120297
JN626054.1,69765
KC291600.1,1190534
KT100903.1,1887043
KC619073.1,1344032
KR074245.1,9606
KJ167727.1,247613
JQ309528.1,231624
KM948806.1,1728639
KM990316.1,1727259
KJ091119.1,1473874
JQ309533.1,231624
HQ709060.1,944643
HE659618.1,41430
HQ708564.1,295491
KY751503.1,525907
KM993268.1,1677336
KM935548.1,1744495
KY556133.1,2035553
KM991118.1,1728651
KX053018.1,1900629
EU076858.1,231624
KP875657.1,525906
KR650993.1,102987
KT986377.1,204738
KM957010.1,1695052
KF161475.1,9606
JN605910.1,4793
KJ569730.1,1512276
KR140870.1,1881805
KT103261.1,1817629
GQ501456.1,187300
HQ708890.1,82950
KM528270.1,1646932
DQ457147.1,251517
GQ501377.1,671362
KX260940.1,7175
JX216668.1,1225256
DQ647343.1,142895
AB779187.1,138537
GU071852.1,36331
GQ501120.1,39453
KR649246.1,1721110
AF110138.1,31312
DQ457157.1,251517
KM883123.1,1704127
HQ261280.1,53984
KY556031.1,2035695
KC619260.1,1344033
KR515098.1,95463
EU095226.1,9606
GU680173.1,853871
FN557062.1,684904
KR646771.1,1692421
KM952850.1,1695052
KP954878.1,1667277
KJ569707.1,313997
KP252689.1,1265453
KY839637.1,1999015
KR085281.1,1338563
JX065480.1,119758
KC750426.1,1395051
KY765398.1,249168
JN384305.1,69004
JX129489.1,1160506
HE659630.1,41430
JN605970.1,4793
HQ708623.1,82939
GU232725.1,104777
KP684531.1,913196
JN605928.1,4793
JX260644.1,1206047
JQ349601.1,1148474
KP037726.1,1473629
KR750297.1,611450
HQ708355.1,4796
KM648679.1,1694315
HQ708490.1,349325
FN557040.1,303400
KC619106.1,1344033
CP016907.1,986
KM258237.1,120868
KX052987.1,1900674
KJ781431.1,1300357
HQ708180.1,112089
KF548680.1,1098994
KU363557.1,1857766
KY031878.1,13632
HQ261337.1,127442
KY640390.1,1355900
KR336928.1,359163
KY040667.1,7176
KR688387.1,611590
KM969013.1,1694319
KC619213.1,1344033
KM991013.1,1728737
KR679533.1,611590
AP017457.1,708131
HQ708188.1,112091
KJ781452.1,703020
KY410123.1,9606
KR677825.1,1881773
AY218094.1,231625
KX053024.1,1900666
KR650390.1,1887106
KJ543608.1,1511418
KJ995598.1,1588904
JX065574.1,78883
HQ708166.1,112081
EF173248.1,104782
HQ261252.1,109152
KM959745.1,1695052
KX668149.1,59161
GQ502052.1,671441
KF822596.1,61066
KT212972.1,113492
KR658373.1,611590
KR147423.1,1771455
AY598771.1,290171
EU499806.1,525906
KF639625.1,253253
EF180391.1,69789
LC053814.1,6087
KR685753.1,611590
KR680918.1,611590
KM043193.1,1548227
KY847246.1,2001474
KP845480.1,1679977
AY584519.1,63737
AB690645.1,126844
GU070923.1,693772
KP942735.1,120868
KM946662.1,1693615
KP161674.1,1643961
KX387362.1,1862977
KM258148.1,332058
KR085383.1,1492543
KR659836.1,1881773
HQ261409.1,164328
JQ309304.1,231624
CP003552.1,28072
AY757945.1,281737
HQ708593.1,289607
AY894835.1,4787
GU945480.1,4787
MG670110.1,9606
JF414543.1,143453
HE797904.1,255166
FN546153.1,161014
KY834726.1,1988068
KM939611.1,1693657
KM989130.1,1695052
KU942421.1,555429
EF173215.1,104782
KJ087265.1,1473874
EF173229.1,104782
KJ654123.1,230362
KC250799.1,696197
HQ708919.1,65071
KU363532.1,1857766
KJ631594.2,4793
KR652047.1,1887131
KR295413.1,1732478
KR686596.1,611590
AB688225.1,1525714
KU215462.1,1316033
EF180479.1,416457
KC619304.1,1344032
EU883408.1,164540
JN936645.1,525906
KX069296.1,1974388
KR655576.1,504596
KR686203.1,1721110
KR179722.1,1692412
KU682618.1,1861856
KT692893.1,115416
JX989833.1,1282988
GQ501320.1,303951
JN936651.1,525906
EU719157.1,362310
HQ708168.1,112082
MF381576.1,9606
EF408872.1,1049196
LC215559.1,1957042
JQ349594.1,1148474
KC788722.1,288867
FN397752.1,642809
KR430842.1,1772174
KY833093.1,1992069
HQ105203.1,288867
KR648444.1,1881758
JN384387.1,69004
KM994913.1,1677336
KR637295.1,1881792
KR741198.1,1721110
GQ501679.1,187300
KM883138.1,1704124
KP875617.1,525906
EU880339.1,8324
KJ460481.1,1156569
KR085226.1,1672290
KP845857.1,1675507
EF585419.1,441139
FJ805912.1,1211
KJ522842.1,1496339
GU070901.1,693772
KM989988.1,1728679
KC495168.1,104777
HQ708412.1,129362
KM648709.1,1693615
EU126148.1,2945
KR941919.1,1881808
AB838673.1,1366571
GQ481609.1,8934
HG932308.1,6523
GQ501730.1,187300
KT986378.1,204738
KJ530928.1,1500666
EU678459.1,290615
KX371316.1,162153
HQ105016.1,700369
KY751504.1,525907
EU499906.1,525907
GQ501417.1,673125
KY835402.1,1992437
HG932263.1,6523
KR672189.1,1304406
KX052479.1,1900197
KX247591.1,707995
KT986337.1,204738
EU350523.1,147704
LC099976.1,1765455
DQ311640.1,1105325
LC096176.1,586675
KM611765.1,230730
KU682616.1,1861855
FN600303.1,175245
HQ105271.1,611590
KY971480.1,41430
JF870565.1,1339645
KJ530932.1,1500666
GQ501407.1,718264
JQ309358.1,231624
KX145302.1,134920
KT692820.1,502323
KF913699.1,1440116
HQ708535.1,83917
KT612993.1,611450
KR961041.1,1348422
KT986472.1,204738
MF135871.1,217509
JQ309184.1,1234259
AB838632.1,1366562
JN384344.1,69004
KC609417.1,540036
HQ708628.1,36331
LC216337.1,289623
KM534307.1,1646932
LC215589.1,1957049
KR665378.1,1887136
KM993176.1,1677336
KM864961.1,1714513
KY847209.1,286459
KR670959.1,1772174
KY837557.1,1995925
KT692760.1,105152
HM891907.1,1291964
KM863916.1,1726285
GU594810.1,360400
HQ708992.1,82951
KX371299.1,162153
KM990351.1,1348422
KP987544.1,1573173
HQ708871.1,946377
KY844114.1,2000290
GU908020.1,102899
AM398739.1,403559
KR525397.1,1754274
KY640299.1,53326
KR686549.1,611590
AB740248.1,586675
EU678465.1,290617
KJ396698.1,929574
KJ781436.1,1300357
GQ501823.1,187300
JN660054.1,205931
FJ501244.1,169388
FN557043.1,303400
EU367610.1,498658
AB920493.1,946373
KR579309.1,1889760
EU525108.1,134920
KM931631.1,1692803
KJ086899.1,288873
KU860578.1,1813166
KR655934.1,1772174
KP902723.1,391740
KJ639174.1,162153
GQ501264.1,160621
KP697234.1,1631674
HQ708187.1,253176
KP954845.1,1667277
EU678457.1,290615
KT986442.1,204738
KM991891.1,1677336
JN233807.1,1071225
KM960996.1,1694315
GU722896.1,6087
JX887681.1,1257139
KY788499.1,2025991
KM993571.1,1677336
KR709159.1,31234
HQ708867.1,946377
KY844499.1,355282
KM969296.1,1695052
FJ042935.1,433383
KM965497.1,1692406
JQ354701.1,97227
FJ004532.1,197659
KM961821.1,1694315
KT708014.1,1724415
KR085412.1,1672286
KT894750.1,1884864
HQ708674.1,36331
KR679667.1,1887089
MF458319.1,13632
KR682953.1,1721110
AC068137.8,9606
FJ042929.1,433383
KF853240.1,1130980
KY843717.1,2001445
JN626055.1,69765
KC750830.1,9606
MF135885.1,217509
EU499847.1,392029
GU722874.1,6088
KR665595.1,1692412
KM241869.1,3076
KR657303.1,1723764
KJ639184.1,162153
KJ201908.1,1460289
KT112118.1,611590
HE797903.1,289617
HQ011968.1,1051436
HQ708769.1,115419
FJ042910.1,433412
KM534274.1,976312
KT986491.1,204738
KR636441.1,1817629
GU073200.1,684729
KY556113.1,2035553
KP197031.1,139723
KU363548.1,1857766
JF414540.1,143453
GQ502077.1,671461
LT906357.1,660031
HQ708761.1,596297
EU499824.1,525907
KT706026.1,239223
FJ663057.1,593265
KT899380.1,1868015
KR642931.1,1887089
AB565096.1,6082
KJ091751.1,288873
KJ543690.1,1511407
KT111811.1,1817629
KR462572.1,1692611
KR426233.1,1881751
KM992619.1,1728726
GQ501391.1,141436
HM022389.1,58253
KR594165.1,1887190
JN936495.1,1156569
KP772958.1,1789613
HM369414.1,6087
KT899388.1,1868015
HG800479.1,9606
HQ261372.1,596104
LT906347.1,1229665
KM916358.1,1741459
KJ651324.1,1491442
KR653773.1,1881773
AC132822.3,9606
JX272345.1,1190534
KT161918.1,104777
KT989567.1,1480062
HM033192.1,230442
JN252516.1,1115657
KX885099.1,690259
KU215457.1,1316033
HQ708743.1,92964
HQ708342.1,596104
KR280106.1,1474168
KX069295.1,1974388
CP011456.1,1647413
DQ832717.1,67593
FN600336.1,175245
KC495133.1,104777
EF164953.1,433413
KP462047.1,1636512
KY409748.1,9606
KR636469.1,994302
HQ708803.1,295492
KM988198.1,1728737
KJ183093.1,1485010
JX065503.1,119758
JQ309317.1,231624
KM989764.1,1473629
KR174419.1,1694977
JX259787.1,102899
HG793048.1,857748
KR336946.1,359163
LC273534.1,82926
KC291590.1,479473
HQ011966.1,1051435
LN894925.1,315576
JN583886.1,9606
FR774197.1,1201161
EU499762.1,468664
KR477087.1,134920
KR650430.1,1881752
LN894659.1,315576
EF180277.1,36654
DQ910581.1,27468
GQ501311.1,630972
KX396275.1,89336
KT213036.1,1768882
LC090052.1,7175
KX429662.1,209243
KJ995590.1,1588903
KR684730.1,1887203
HM397651.1,853894
KP252368.1,1653167
KC619295.1,1344032
KX779610.1,74873
AB669705.1,67533
GU070902.1,693772
KC250788.1,153374
KU873218.1,1949337
KP875671.1,525906
GU594825.1,443219
KR654167.1,1725474
KJ128594.1,134920
DQ393843.1,288873
KF670992.1,1426911
KY765405.1,249168
EU076856.1,231624
FJ430091.1,392030
KM632932.1,1692660
KC130792.1,1051988
JF414536.1,291623
JQ917365.1,231624
GQ501618.1,187300
EU998932.1,253309
KR171689.1,1692406
KM960932.1,1728639
KP902786.1,1002498
CP002815.1,1031709
AB731461.1,1202113
KT113647.1,1881783
KM992402.1,1728743
LN894518.1,315576
KR646320.1,1721110
JQ309307.1,231624
KF000339.1,1348422
KR456619.1,1887119
EU883411.1,164537
AM932043.1,161014
NR_076381.1,240292
EU499896.1,525905
AB455820.1,557154
MF381533.1,9606
KM988163.1,1474168
JF414571.1,162120
KT248905.1,1686320
KY788502.1,2025992
DQ656821.1,392029
KR883396.1,1887889
HQ317071.1,138538
KT986451.1,204738
KJ085887.1,1474244
KT989569.1,1480062
KX779707.1,74873
GQ501816.1,187300
KT212959.1,113492
KM555038.1,359295
HQ261458.1,445398
JQ702119.1,9606
AM398752.1,403562
JN252642.1,1115658
HQ708681.1,36331
AF425842.1,174823
JX065482.1,119758
AY752668.1,307656
KC750279.1,162944
HQ708461.1,289603
KP295224.1,1642459
EF650528.1,317506
JN626056.1,69765
KR661548.1,1888138
KM630493.1,1694973
GQ501418.1,289378
JX397977.1,289625
KX506028.1,234923
KY006175.1,1234259
AY289701.1,230992
KJ092523.1,247613
KR161817.1,1474168
KM992478.1,1728448
HQ708469.1,944620
KJ554413.1,1480062
KR465722.1,1473629
FJ426412.1,104788
KC619183.1,1344032
KM935132.1,1694315
KR694067.1,1888094
JN887089.1,1124594
KC618856.1,204738
KX840616.1,296717
KJ530852.1,1500666
JX183997.1,104788
KT726066.1,9606
GQ501333.1,671353
FJ042912.1,433412
KP334271.1,7159
JQ993700.1,1302419
HQ261335.1,4787
EU678454.1,290615
GQ501290.1,2945
EU499898.1,525907
KF839967.1,1452903
HQ105102.1,1055513
KR653364.1,1887093
FJ501236.1,582650
KC788652.1,288867
HQ261321.1,129351
GU071823.1,289607
KT986397.1,204738
KY844344.1,2001448
KR663549.1,1881796
KR172452.1,1692421
JQ354706.1,97227
KP422319.1,1596872
DQ647373.1,142895
KR442072.1,1887185
JN233856.1,362310
KJ410687.1,145522
GQ465642.1,864785
KT705702.1,1646076
HM397638.1,853871
KC888822.1,438356
HQ708840.1,946377
FJ004534.1,69775
CP000117.1,240292
KM993558.1,1728645
MF135886.1,217509
HQ708560.1,110438
KP987531.1,708187
GQ501701.1,187300
KC291604.1,1190534
KY843756.1,2001446
KP902846.1,1707126
KM912003.1,1694319
KR657968.1,504596
GU565720.1,743818
AF287134.1,2986
KR663638.1,1692406
KR564391.1,1889760
KT692863.1,36331
KR653538.1,1803735
KM529938.1,1646932
HQ708211.1,92976
KC741455.1,884619
AF463412.2,71001
KC750422.1,1395051
DQ457143.1,251517
KT161923.1,104777
KX271856.1,1278990
KM819500.1,1217586
AY258179.1,41430
HG932270.1,6523
KP264848.1,1713967
KC741449.1,1440115
KM940753.1,1743648
KR661980.1,1740769
LC273542.1,82926
HG800472.1,9606
KM569761.1,1677336
KY924880.1,29910
KP875588.1,525906
LT906348.1,249398
KR627571.1,1881758
LN894727.1,315576
KM989704.1,1728833
KM967408.1,1695052
EF012614.1,286717
KY835870.1,1992443
HM033199.1,143453
KR651709.1,1881758
MF678634.1,96660
EU076861.1,231624
KR680238.1,1817629
KM993298.1,1694605
KR289437.1,1474168
AB738176.1,252133
AP017674.1,53326
KR659101.1,1890207
KR757525.1,1881773
DQ656854.1,392033
GU232665.1,104777
KY640394.1,1355900
JQ349604.1,1148474
FJ827006.1,104777
KM855950.1,1724584
KY245891.1,370292
KR690790.1,1727718
HQ708738.1,82940
HQ708494.1,140044
KM990486.1,1728562
GQ501787.1,187300
KR458119.1,1348422
DQ656862.1,231624
KM569753.1,1124524
FN868628.1,369853
KR983355.1,1881780
JF412066.1,1005968
HQ708351.1,4790
AB793540.1,51031
CP015287.1,1063
KY838079.1,355282
KF443919.1,639000
HQ105037.1,879748
LN894587.1,315576
KP722505.2,73501
KT986488.1,204738
KC494934.1,162123
KJ208488.1,1473875
KC499956.1,1291932
MF683614.1,2047821
HQ708341.1,596104
HQ708854.1,946377
HQ708316.1,325452
KP954806.1,1667272
KY835927.1,1992445
EU660846.1,4790
GQ475277.1,6669
KJ781456.1,313558
KR653536.1,1721110
KX145242.1,69293
AY289691.1,230983
HQ608995.1,34692
EF180212.1,36646
LN613268.1,1559960
KT257394.1,1702228
KY749407.1,183142
KC855433.1,658425
KP722511.1,73501
JQ309300.1,231624
KR628178.1,1772174
EF180369.1,293384
HQ261264.1,4784
KU373926.1,1790169
JN557915.1,43686
JF286706.1,994124
EF180406.1,293382
EU350521.1,2125994
KM570675.1,1677613
HQ608989.1,59160
LC053802.1,6087
KR336923.1,359163
FJ590530.1,61284
FJ826989.1,104777
HE659600.1,41430
KM457606.1,120868
KY830841.1,1988341
EF173205.1,433713
KT731105.1,29855
KM863477.1,1692678
KP902741.1,1707138
HQ130233.1,881877
KY971479.1,41430
KR670344.1,1380964
KY847184.1,2001473
KY788495.1,2025990
KR642113.1,1881752
KM530935.1,924685
GU071857.1,36331
KR431598.1,1886959
KT705572.1,1724415
EU982147.1,46472
AP011263.1,58319
EF173211.1,433719
GU133486.1,907947
KY650705.1,88834
JN614412.1,6523
KX145539.1,134920
GQ906995.1,112268
KP050314.1,611481
JX065506.1,119758
KJ631590.2,658425
JF414563.1,162120
JQ354698.1,97227
HQ317093.1,216741
GU133468.1,946373
HQ708343.1,596104
KM645126.1,1694977
KF161360.1,9606
KM638088.1,1692480
HQ708782.1,82946
KR765946.1,611450
KM883124.1,1704127
KT157775.1,1869249
KT706132.1,1348422
KP697581.1,1664982
GU071847.1,36331
KT114090.1,611450
KT899374.1,1868015
MG812516.1,9606
KT782313.1,113130
GQ501314.1,268946
KM988417.1,1728737
KY788480.1,2025988
EF375861.1,42846
KP722503.1,73501
HQ708434.1,340183
JX216665.1,1225255
KR762323.1,1887195
KJ085767.1,288873
HM431339.1,853881
JQ993703.1,1302414
AY898628.1,4787
KC750428.1,1395051
KX260938.1,7175
GU722916.1,6087
KP875603.1,525906
KT607376.1,1722006
JX065499.1,119758
KR645400.1,1881758
JX913761.1,229640
KX100776.1,1955561
GU597446.1,745178
KY835613.1,1988068
AF499083.1,204742
KR456351.1,1772174
LN894515.1,315576
KF946698.1,471240
KU052360.1,1752051
KT613350.1,1729542
KP875637.1,525906
KU920691.1,7176
KJ654098.1,1484369
HQ248005.1,997059
MF381516.1,9606
EF650484.1,468628
EU499780.1,204736
FJ544539.1,48492
HQ709044.1,101203
KT692844.1,82950
GQ465645.1,104782
KR074242.1,9606
KJ130769.1,1477535
KU363452.1,127442
AB290121.1,201731
KR809877.1,29924
GU945498.1,67593
KM992554.1,1348422
AF178444.1,5061
AF499093.1,204745
KM955337.1,1695091
KY362439.1,2041279
DQ457148.1,251517
KY751500.1,525907
HG932291.1,6523
KJ164644.1,247613
JQ424633.1,62324
KT692864.1,36331
KY751510.1,525907
JN605917.1,1141941
EF173190.1,433701
LC215503.1,1957027
JF870541.1,1339645
CP003002.1,573729
JX065487.1,119758
KC016141.1,1266903
KY645635.1,9606
GU722908.1,6087
KT986362.1,204738
DQ457140.1,251517
KY498477.1,5141
GQ501374.1,671389
KY971484.1,41430
GQ501127.1,2925
KR445258.1,1828837
LT906320.1,59765
HM067941.1,104777
AY332681.1,1047088
KM883120.1,1704123
MG168882.1,2064275
KT986398.1,204738
KR743171.1,1720631
KT705680.1,994289
EU076835.1,231624
JX065497.1,119758
KJ531144.1,1498114
HE659669.1,41430
KY363522.1,638948
KR590037.1,1881796
KR658022.1,1721110
KY629615.1,554066
KU874467.1,1943783
KF564694.1,1137572
JX272347.1,1190534
GU799670.1,981428
KJ569712.1,313997
AB838636.1,1042866
JQ309463.1,231624
KT986412.1,204738
EU179243.1,253253
HQ708511.1,82932
HQ549289.1,916654
KM258238.1,120868
HQ708887.1,82950
KT894058.1,1903602
LC224108.1,713106
KM200944.1,570632
HQ708604.1,115416
GQ501680.1,187300
HQ708497.1,82932
KJ654077.1,230444
HQ708801.1,222890
KM994513.1,1677336
KR657371.1,611590
FN557047.1,303400
KM888094.1,120407
KJ781432.1,1300357
KT161924.1,104777
HQ708815.1,946375
KX100850.1,2003110
EF406097.1,352271
KR431974.1,1348422
KM950190.1,1694319
KR739336.1,1721110
KC494937.1,1344365
JF412152.1,700372
KP281769.1,7176
U17009.2,4787
KR142848.1,1881805
FN557057.1,303400
LN810325.1,1608385
KC619111.1,1344033
JN605963.1,4793
KY840815.1,1998470
KM957402.1,1695052
KC250822.1,403562
KJ690246.1,707994
KM990704.1,1677336
KJ639198.1,162153
KJ445527.1,1474129
KM571690.1,1677336
FJ237508.1,596104
FJ042931.1,433383
KM101789.1,9606
KJ396686.1,707995
KJ090482.1,1473874
KJ781428.1,1300357
MF458321.1,13632
EF650584.1,317506
HE659667.1,41430
FN599608.1,175245
KT782277.1,1692459
KU748474.1,332058
KY040668.1,7176
LN894722.1,315576
KY260816.1,2041373
EU076841.1,231624
AB690646.1,946373
KP295239.1,129351
HQ130234.1,881877
EF650550.1,104788
HQ261449.1,266018
HQ261358.1,4795
KR658074.1,1887263
JN887039.1,1124591
KC502167.1,1304580
LC054477.1,42434
HE659589.1,41430
KM870089.1,1725606
JX272349.1,479473
KJ085390.1,1473785
MF683612.1,2047821
GQ501817.1,187300
KR657232.1,611450
KR696662.1,1881796
GU680593.1,362310
KY832599.1,1990431
KU513418.1,1923968
HQ708785.1,121062
JQ287743.1,113492
KM949598.1,1694319
DQ457136.1,251517
KC130754.1,1051988
AY757936.1,281737
KM966843.1,1380964
HM397668.1,853896
KR140566.1,322492
KT224377.1,1678286
HQ261346.1,129354
KC292452.1,1257138
KJ167465.1,288873
JQ890351.1,1216509
EU499820.1,525907
KM968597.1,1695052
KT899384.1,1868015
KY788487.1,2025989
KT726126.1,9606
GQ501807.1,187300
KR597571.1,1881796
KY362374.1,315943
KR680954.1,1890518
JX065547.1,1287624
HE614017.1,1118046
EF650579.1,468645
KR655515.1,1348422
KR143992.1,1881805
EF173250.1,104782
KR475274.1,1772174
JX065472.1,119758
JF412096.1,586675
HQ708823.1,946375
KY847015.1,611450
KX069299.1,1974388
KP413002.1,129257
MF078638.1,1611831
KY829798.1,286459
KY834139.1,355282
JN252536.1,1115659
KP698088.1,1667194
KJ721996.1,253253
LN827630.1,96651
FR877581.1,1052040
KP875703.1,525906
KX247588.1,707995
KP461826.1,113492
KP697425.1,1664959
KF991576.1,1473178
KC855417.1,1380738
CP003642.1,56107
KC130760.1,153374
KR147638.1,1771455
JQ349593.1,1148474
GQ501798.1,187300
KF936644.1,1518033
KC911835.1,216741
KX260344.1,82941
KX456446.1,9606
KC250794.1,153374
HQ708799.1,222890
KC618815.1,204738
KJ394795.1,13632
KR820735.1,1658032
KC291594.1,1190534
KU379829.1,1817629
KR288026.1,1474168
KR519109.1,1888154
KR440069.1,1887136
GQ501195.1,671324
KU187083.1,7175
MF135868.1,217509
KJ470638.1,75445
KT112057.1,1888094
LC215524.1,1957037
KU363451.1,127442
GQ501400.1,2923
KY019134.1,67595
AY748240.1,240003
EU367556.1,498704
JX887651.1,1257133
KT986306.1,204738
KY225373.1,7153
JQ519865.1,1138463
KC016146.1,1266903
KR280066.1,1474168
KR685175.1,611590
EU499901.1,525907
KP875618.1,525906
KJ781458.1,313558
HM450146.1,290576
KP037822.1,1480421
KX506034.1,234920
AY129164.1,65070
KC619257.1,1344033
KJ083475.1,288873
EF426549.1,428695
KR654628.1,611590
KX698453.1,312236
KT369006.1,1821735
GQ502090.1,671479
EU126139.1,2926
KM933453.1,1728838
KC609418.1,540036
KF278330.1,1380966
KJ530931.1,1500666
HE862401.1,1200955
EU367609.1,498711
JX216575.1,1213238
KC499704.1,307206
KR057902.1,38881
KY352472.1,5062
KT692865.1,36331
KP954747.1,1667282
AF276867.1,132629
GQ374576.1,659127
KJ554327.1,1480062
HQ708679.1,36331
KC619145.1,1344033
KF226725.1,74557
KR459479.1,1380964
KR643339.1,1348422
LT906401.1,188228
KX536608.1,2020076
KC750334.1,113505
KU876432.1,239256
KT986449.1,204738
GU594813.1,374175
LN894989.1,315576
GU908023.1,102899
KT986469.1,204738
KR660741.1,1881746
KR589422.1,1278998
GQ501341.1,2951
KR757190.1,1881783
HQ548329.1,1099647
KJ561171.1,549293
MG164119.1,253253
LC096173.1,586675
KM611489.1,1646076
AF342723.1,41430
KJ639177.1,162153
KY674345.1,161014
FJ015215.1,7167
KR148035.1,1881808
FJ387553.1,704156
KR639538.1,1881752
KT609111.1,1473629
KU860642.1,1813166
KT808365.1,1519116
AL353594.13,9606
KR759591.1,1887195
FJ042916.1,433412
EU678450.1,533305
KM988268.1,1723321
JQ309189.1,1234259
KM934808.1,1692406
KR642796.1,1881758
KT808379.1,187706
GU071827.1,36331
KR653483.1,1890207
EF408875.1,126844
KU860623.1,1813166
HQ708864.1,946377
KT157763.1,1869248
KJ084406.1,1473816
JN574867.1,57161
FJ042932.1,433383
KJ995588.1,1588901
FJ501232.1,48490
KT981921.1,6082
JQ354702.1,97227
KM897939.1,1692421
KC960710.1,1325548
GQ501535.1,718261
KR074239.1,9606
KM959829.1,1692421
KY556138.1,2035556
KP037840.1,1723764
LN894357.1,315576
GQ502084.1,2945
AF534858.1,188233
KY001846.1,1816462
HQ708208.1,983661
GQ502105.1,671127
AY196833.1,161014
KR598876.1,1348418
KR655864.1,684730
EU499848.1,392029
KR658687.1,1890623
GQ502078.1,671462
KR679239.1,611590
LT906313.1,5508
MG169405.1,2062242
KM531360.1,1646932
KR971689.1,1886933
KM990093.1,1677336
KX371311.1,162153
KT766434.1,7176
GQ501160.1,65670
